From Bank,Account,To Bank,Account.1,Amount Paid
1,8004B7BF0,1,8004B7BF0,6.27
349,8004B7C40,349,8004B7C40,11.05
224,8004BA160,224,8004BA160,6.86
1422,8004C0820,1422,8004C0820,10.36
394,8004C0870,394,8004C0870,14.4
531,8004C10C0,531,8004C10C0,24.39
1231,8004C26E0,1231,8004C26E0,7.41
1394,8004C54A0,1394,8004C54A0,10.22
3260,8004C3330,20,8004C1F90,0.01
20,8004C2AE0,20,8004C2AE0,22.07
1,8004C4F50,227639,81550E890,40.75
349,8004C68A0,349,8004C68A0,15.86
394,8004C7220,394,8004C7220,8.32
3705,8004C8FD0,349,8004C8F80,0.01
349,8004CF5C0,349,8004CF5C0,5.39
349,8004D0A40,349,8004D0A40,16.89
394,8004CFD30,394,8004CFD30,17.39
394,8004D05D0,394,8004D05D0,20.99
1639,8004D1010,1639,8004D1010,19.18
1291,8004D1D10,12592,8012716B0,45.63
12,8004D3120,12,8004D3120,22.15
531,8004D37B0,531,8004D37B0,10.79
394,8004D8B80,394,8004D8B80,15.15
1,8004D91E0,1,8004D91E0,21.18
1,8004D9BE0,1,8004D9BE0,24.89
20,8004D5670,20,8004D5670,4.79
20,8004D5ED0,20,8004D5ED0,9.34
394,8004D6240,394,8004D6240,9.11
394,8004D94A0,394,8004D94A0,18.6
12,8004DCC40,12,8004DCC40,20.65
1422,8004DCFF0,1422,8004DCFF0,9.92
1394,8004DD720,1394,8004DD720,6.52
1217,8004DEEF0,1217,8004DEEF0,8.54
12,8004E1560,218057,811DF8B50,48.15
1394,8004E6D80,1394,8004E6D80,14.47
20,8004E7220,20,8004E7220,22.65
1422,8004E7310,1422,8004E7310,3.59
224,8004E8560,224,8004E8560,11.73
20,8004EBAA0,20,8004EBAA0,3.58
349,8004ECC30,349,8004ECC30,5.86
20,8004EF3B0,20,8004EF3B0,14.71
1217,8004EFD30,1217,8004EFD30,7.39
20,8004EFD80,20,8004EFD80,8.93
394,8004F0700,394,8004F0700,23.16
531,8004F1ED0,531,8004F1ED0,13.87
11,8004F1B70,11,8004F1B70,15.85
394,8004F1C10,394,8004F1C10,23.35
20,8004F4B00,20,8004F4B00,6.62
11,800187A60,11,8004F4E40,3.29
11,8004F4E40,11,8004F4E40,7.27
1394,8004F5C40,1394,8004F5C40,3.99
1639,8004F63B0,1639,8004F63B0,4.02
20,8004F60D0,20,8004F60D0,19.01
224,8004F6DF0,224,8004F6DF0,13.9
11,8004F7580,11,8004F7580,17.04
12,8004FABC0,17256,80F397F00,20.23
3695,8004F8140,224,8004F8050,0.01
3209,8004F9B20,1639,8004F83C0,39.43
11,8004F7BE0,11,8004F7BE0,5.72
20,8004FCF50,20,8004FCF50,13.65
1,8005006B0,1,8005006B0,15.67
394,800502CB0,394,800502CB0,16.82
12,800501D70,12,800501D70,4.65
224,800503C80,224,800503C80,22.4
394,800504160,394,800504160,3.73
1394,800504780,1394,800504780,5.47
11,800509350,11,800509350,10.32
1394,80050B420,1394,80050B420,13.5
1217,80050C0A0,1217,80050C0A0,24.3
3844,800511BA0,1291,800511080,0.01
1291,800511080,1291,800511080,23.86
1394,8005114E0,1394,8005114E0,10.91
1231,800512DF0,1231,800512DF0,10.75
224,8005162C0,224,8005162C0,11.28
224,8005168B0,224,8005168B0,17.3
1231,800516EE0,1231,800516EE0,10.6
12,8005062F0,12,8005062F0,4.28
1639,800506D40,1639,800506D40,13.41
394,8005079C0,394,8005079C0,24.82
20,80050A800,20,80050A800,4.84
224,80050C420,224,80050C420,14.46
1422,80050D050,158832,819C752A0,0.87
394,80050D190,394,80050D190,6.04
349,80050DC60,349,80050DC60,7.35
12,80050DE90,12,80050DE90,5.64
12,80050DF80,12,80050DF80,12.95
20,80050E700,20,80050E700,21.26
1422,80050E890,1422,80050E890,7.71
1394,80050F140,137268,8151C28E0,4.9
1217,80050F370,18493,80DEA2AD0,29.38
349,800510030,349,800510030,7.9
394,800513950,394,800513950,14.67
349,800513C20,134019,80E91F190,40.45
531,8005143D0,531,8005143D0,6.67
1,800515AB0,1394,80022BAD0,2.62
20,800515B90,20,800515B90,12.41
11,800517210,11,800517210,9.1
1231,800517700,1231,800517700,5.95
20,80051F6D0,20,80051F6D0,22.41
20,800524030,20,800524030,4.34
3412,800524F30,1639,800500BA0,0.01
1394,8004FFE80,1394,8004FFE80,10.43
1394,800500150,1394,800500150,5.02
11,800500330,11,800500330,9.47
394,800501880,394,800501880,13.29
394,8005019C0,394,8005019C0,21.87
20,8005037E0,20,8005037E0,19.2
1231,800505280,1231,800505280,20.71
394,800520180,394,800520180,12.75
224,800522A80,224,800522A80,9.8
394,800528960,394,800528960,20.01
1,80052DED0,1,80052DED0,20.83
20,80052FC10,20,80052FC10,9.88
20,800530FC0,20,800530FC0,11.28
1231,8005311A0,18656,805523760,47.24
531,800530D90,531,800530D90,24.95
1231,800530B10,1231,800530B10,17.01
12,8005340D0,12,8005340D0,16.04
531,800537A70,531,800537A70,3.95
1,800537C10,1,800537C10,18.03
2860,800538A30,2860,800538A30,4.34
1639,800538EC0,1639,800538EC0,15.82
11,8001EB190,11,8001EB190,19.01
531,800539FC0,531,800539FC0,8.76
11,800536B00,11,800536B00,24.51
1639,800536BA0,1639,800536BA0,14.09
1394,80053A880,1394,80053A880,21.57
1217,80053DC80,1217,80053DC80,18.38
70,10042B660,531,80053F760,23.44
349,800541C40,349,800541C40,11.09
20,800543060,20,800543060,24.51
1231,800544680,1231,800544680,23.38
1,800544A40,1,800544A40,11.3
12,800545630,12,800545630,16.76
1639,8005497F0,1639,8005497F0,6.8
1422,800549930,1422,800549930,18.99
1422,800549E60,18671,80FA3E690,20.96
1217,80054CFF0,1217,80054CFF0,23.19
394,80054EE70,394,80054EE70,17.77
12,80054EEC0,13125,812479300,45.07
224,800553020,224,800553020,17.78
2860,800553DD0,2860,800553DD0,23.0
349,8005541B0,349,8005541B0,16.57
2860,800554E70,2860,800554E70,3.32
3879,800547000,394,800545DF0,0.01
3888,800552880,1231,800540CA0,0.14
3892,800554A60,1394,80054B1A0,0.01
394,800541F00,394,800541F00,10.5
1291,800542BA0,1291,800542BA0,7.31
394,800545DF0,394,800545DF0,17.01
531,800546470,531,800546470,24.62
349,800547990,349,800547990,20.47
20,800547C10,20,800547C10,16.8
394,8005494F0,21939,8102800C0,45.78
2860,80054AC30,15640,80C2FE500,3.42
1394,80054B1A0,1394,80054B1A0,3.06
349,80054D9D0,349,80054D9D0,16.91
224,80054DA20,224,80054DA20,12.48
394,80054DA70,394,80054DA70,14.84
531,800550C70,531,800550C70,21.12
1217,8005527E0,10416,80744CB20,5.87
1394,800552A50,1394,800552A50,21.97
1639,800553330,122779,813746200,31.28
349,800554650,349,800554650,8.91
531,800556770,531,800556770,23.96
1,800556950,5855,805520560,7.16
1422,80055D030,1422,80055D030,5.53
1394,80052AF40,1394,80052AF40,20.23
224,80052C5F0,224,80052C5F0,5.85
11,80052FE80,16739,808286750,20.99
12,800532990,12,800532990,10.19
1639,800535650,1639,800535650,11.48
20,800536830,219975,80CE5EAB0,5.74
12,80053C000,12,80053C000,21.38
11,80053CA20,11,80053CA20,8.78
224,80055BAE0,224,80055BAE0,20.64
1217,80055BE00,1217,80055BE00,5.65
2860,80055BEA0,2860,80055BEA0,14.04
3695,800563DE0,1422,800562F10,0.01
531,8004FEF90,531,8004FEF90,21.83
1639,800529A90,16866,806564000,43.62
1422,800562F10,1422,800562F10,3.05
224,8005666C0,224,8005666C0,13.44
1291,800566EC0,1291,800566EC0,11.8
11,8005674F0,11,8005674F0,3.87
11,800569F70,11,800569F70,23.44
1217,80056A470,1217,80056A470,10.1
1422,80056D830,1422,80056D830,22.68
1422,80056DC60,1422,80056DC60,24.44
2860,8005714C0,2860,8005714C0,8.59
1639,8005711E0,1639,8005711E0,8.32
11,800570900,11,800570900,8.27
349,800570FD0,349,800570FD0,5.86
1231,800573990,1231,800573990,5.23
1,800575FF0,1,800575FF0,12.48
1,800569830,1,800569830,23.55
1217,8004EEAF0,1217,8004EEAF0,23.37
224,8004EF160,224,8004EF160,8.13
11,8004F01E0,11,8004F01E0,17.38
20,8004F0280,20,8004F0280,5.54
349,8004F0E30,349,8004F0E30,9.98
349,8004F1850,28865,80DAAAA00,9.24
20,8004F3E90,20,8004F3E90,5.86
531,8004F3F30,31635,81640B870,45.3
531,8004F77C0,215514,8169BE3D0,1.38
1639,800566260,1639,800566260,21.49
20,800567820,20,800567820,9.12
20,800568A50,35145,81B729110,49.08
1,800569830,1,800569830,7.32
394,80056FDF0,13395,806084120,8.89
1639,80057CB90,1639,80057CB90,2.05
1639,8004CEB60,1639,8004CEB60,7.58
1639,8004DE9F0,1639,8004DE9F0,7.03
1,8004E6FC0,1,8004E6FC0,3.91
1394,8004E7AD0,1394,8004E7AD0,18.81
1,8004E9FA0,1,8004E9FA0,19.91
531,8004EA6F0,531,8004EA6F0,22.51
1,8004EA830,1,8004EA830,24.14
1231,8004EC2B0,1231,8004EC2B0,4.55
1231,8004ED920,1231,8004ED920,7.38
12,8005830A0,12,8005830A0,22.82
1,800583BF0,1,800583BF0,22.62
1231,800584710,1231,800584710,10.7
1422,8005854C0,1422,8005854C0,24.78
349,8005886A0,226624,80B0443D0,12.06
3844,800589870,531,800589820,0.02
12,80058B170,12,80058B170,16.27
1291,80058CF30,1291,80058CF30,21.08
349,8003AC930,349,8003AC930,6.63
1639,8004D66F0,1639,8004D66F0,23.59
224,8005902A0,224,8005902A0,17.47
1217,80058FE90,1217,80058FE90,17.37
1231,800591080,1231,800591080,12.56
11,800591FC0,11,800591FC0,12.92
11,800592930,11,800592930,19.21
1639,800593B60,1639,800593B60,14.24
12,800594690,12,800594690,23.37
1422,800590C20,1422,800590C20,10.09
1,800590C70,1,800590C70,11.25
20,800595AB0,20,800595AB0,9.28
1394,800597FB0,1394,800597FB0,19.58
11,8005986B0,11,8005986B0,18.58
1639,800598B10,1639,800598B10,3.88
11,800599030,11,800599030,21.04
531,800597DE0,531,800597DE0,15.67
1231,800598CB0,1231,800598CB0,13.26
1394,800599910,1394,800599910,22.55
394,800599960,394,800599960,15.45
1,800599D80,1,800599D80,9.49
1639,80059D8A0,1639,80059D8A0,16.16
1422,80059E920,1422,80059E920,13.04
1291,8005A0E90,1291,8005A0E90,4.49
394,8005A0FD0,394,8005A0FD0,10.41
224,8005A3D40,224,8005A3D40,23.6
20,8005A3B50,20,8005A3B50,15.93
1639,8005A40F0,1639,8005A40F0,10.14
20,8005A6060,20,8005A6060,19.69
1291,8005A8CC0,1291,8005A8CC0,15.83
349,8005A8D10,349,8005A8D10,19.58
531,8005A9780,531,8005A9780,4.98
20,8005ABE60,20,8005ABE60,9.05
20,8005ABF50,234933,80D752430,2.82
349,8005AE3C0,349,8005AE3C0,12.05
394,8005ACBE0,394,8005ACBE0,8.42
531,8005ACC80,531,8005ACC80,18.63
1291,8005AF9E0,1291,8005AF9E0,10.95
12,8005B09C0,12,8005B09C0,16.33
11,8005B1050,11,8005B1050,23.66
1,8005B10A0,1,8005B10A0,7.6
20,8005B17E0,20,8005B17E0,15.72
3879,8005B07D0,224,8005B0640,0.03
11047,8005B21E0,11047,8005B21E0,23.58
349,8005B52C0,349,8005B52C0,8.21
12,8005B5580,12,8005B5580,20.18
20,8005BBD60,20,8005BBD60,4.11
1231,8005BAE30,1231,8005BAE30,12.02
20,8005BA290,20,8005BA290,22.88
20,8005BE070,20,8005BE070,10.58
3695,8005BFD00,1394,8005BFBF0,0.01
11046,8005BFC40,2692,8148ACAD0,24.17
394,8005C13A0,394,8005C13A0,12.97
11046,8005C18A0,11046,8005C18A0,24.35
1291,8005C2BB0,1291,8005C2BB0,24.14
20,8005B97D0,219705,80C89F740,1.82
1394,8005BD0D0,1394,8005BD0D0,18.02
12,8005BF690,12,8005BF690,20.72
2860,8005C16B0,2860,8005C16B0,15.4
349,8005C1B30,349,8005C1B30,23.43
1639,8005C3040,224,801255C80,46.69
11046,8005C4A50,11046,8005C4A50,21.32
1231,8005C4EA0,1231,8005C4EA0,22.99
12,8005C60D0,12,8005C60D0,22.69
3237,8003D3190,1422,8003D6200,0.01
3695,8003D5FE0,1,8005C9840,0.01
3900,8005B75F0,3900,8005B75F0,7.33
224,8003D25E0,224,8003D25E0,17.84
224,8003DAA70,224,8003DAA70,12.84
1,8003F1C50,1,8003F1C50,15.54
20,8004B4F90,20,8004B4F90,14.91
1217,8005829E0,1217,8005829E0,3.62
20,80059F250,20,80059F250,10.92
1422,8005A1790,1422,8005A1790,3.33
349,8005A8120,349,8005A8120,12.45
1291,8005A86C0,1291,8005A86C0,3.3
1,8005A9B70,1,8005A9B70,17.43
1217,8005AA220,11,80018C830,47.41
1394,8005AA270,1394,8005AA270,19.33
12,8005C79C0,12,8005C79C0,11.89
11046,8005C0A30,11046,8005C0A30,6.82
11046,8005D1280,11046,8005D1280,13.55
1394,800217200,1394,800217200,9.97
11,8005D3270,11,8005D3270,9.65
1422,8005D40C0,1422,8005D40C0,3.1
1217,8005D5180,1217,8005D5180,15.91
349,8005D55E0,349,8005D55E0,20.84
531,8005D5E30,531,8005D5E30,9.74
1231,8005D74C0,1231,8005D74C0,17.98
531,8005D8350,531,8005D8350,16.17
11046,8005D7B10,11046,8005D7B10,22.79
349,8005D8E40,349,8005D8E40,13.89
11,8005DDB40,11,8005DDB40,13.29
1231,8005DE4D0,1231,8005DE4D0,22.6
12,8005DE930,12,8005DE930,18.9
11047,8005DFA10,11047,8005DFA10,8.49
224,80034AE10,224,80034AE10,15.07
349,8005E04D0,349,8005E04D0,23.38
394,8005E4E80,394,8005E4E80,15.35
20,8005E5570,20,8005E5570,11.63
1,8005E5BD0,1,8005E5BD0,13.75
224,8005E77F0,224,8005E77F0,21.62
1291,8005E8D50,1291,8005E8D50,9.11
11047,8005E9B30,11047,8005E9B30,11.14
1231,8005EB710,1231,8005EB710,18.56
2860,8005EBC60,2860,8005EBC60,24.05
1422,8005ED400,1422,8005ED400,9.74
1394,8003F7010,1394,8003F7010,15.55
394,8005F3570,394,8005F3570,4.73
20,8005D3E80,20,8005D3E80,10.1
11047,8005D6D80,51448,81BF0FE40,9.0
1,8005E6D50,1,8005E6D50,9.82
20,8005EBA20,20,8005EBA20,10.22
1231,8005EBF20,1231,8005EBF20,11.11
20,800602BB0,20,800602BB0,6.39
1217,800604830,1217,800604830,9.54
11047,8006050E0,11047,8006050E0,6.46
1422,800605A20,1422,800605A20,18.05
12,800606F50,12,800606F50,13.05
1422,800604E00,1422,800604E00,15.01
12,80060A090,12,80060A090,23.23
11046,80060A4A0,11046,80060A4A0,21.96
224,80060C030,224,80060C030,6.12
1231,80060A9A0,1231,80060A9A0,14.81
12,80060D410,12,80060D410,12.33
11046,80060D7A0,11046,80060D7A0,20.27
20,80060F510,20,80060F510,5.37
1,800610DA0,1,800610DA0,23.56
12,800611380,12,800611380,13.53
1231,800612400,1231,800612400,20.23
531,8006156A0,531,8006156A0,9.23
1291,800615D10,1291,800615D10,23.9
11,800615410,11,800615410,23.13
1394,8006195F0,1394,8006195F0,23.15
3920,800619A40,20,800619260,0.01
1,800618C30,1,800618C30,21.5
12,800618C80,12,800618C80,5.9
349,800619A90,349,800619A90,3.58
224,80061CBE0,224,80061CBE0,23.2
224,80061D050,224,80061D050,16.62
1231,80061DC70,1231,80061DC70,13.8
11,80061F270,11,80061F270,5.74
11,80061F400,11,80061F400,24.77
1291,8006225C0,1291,8006225C0,7.79
11046,8006233F0,11046,8006233F0,21.48
11047,8006245B0,11047,8006245B0,17.01
224,800627C90,224,800627C90,22.07
11046,800626700,11046,800626700,18.12
20,800626750,216492,80778CD50,11.6
1231,800626E80,1231,800626E80,15.54
1394,80062A020,1394,80062A020,4.27
1422,80035F620,1422,80035F620,14.62
3560,800617BD0,12,800622C60,0.01
3394,80035E400,1639,800622CB0,0.04
224,800614A90,224,800614A90,22.26
1422,800212F50,220916,808471BA0,5.89
1,80061C2E0,1,80061C2E0,14.58
1291,80061C860,1291,80061C860,20.54
531,80061D990,14595,805E0DCE0,9.02
531,80061E790,531,80061E790,15.79
1231,800620760,1231,800620760,12.65
11,800621690,11,800621690,14.26
1422,800622F80,1422,800622F80,8.09
349,800624170,349,800624170,22.92
20,8006242B0,20,8006242B0,8.06
11047,800624B80,11047,800624B80,13.21
1,80035E1E0,1,80035E1E0,5.47
11047,80035EC80,11047,80035EC80,10.37
20,80035EE10,20,80035EE10,15.54
1231,80035F040,1231,80035F040,23.24
224,80030B470,224,80030B470,9.95
1217,800638F30,1217,800638F30,12.74
1,800638CA0,1,800638CA0,22.89
11,800639980,11,800639980,15.34
1394,80063A4A0,1394,80063A4A0,22.67
11046,80063A4F0,11046,80063A4F0,4.16
1639,80063AF80,1639,80063AF80,22.36
2860,80063BB90,2860,80063BB90,20.14
11,80063CA50,11,80063CA50,24.95
349,8003D4570,1394,80063D080,15.3
1394,80063D080,1394,80063D080,5.89
2860,80063D700,2860,80063D700,7.59
394,80063DD40,394,80063DD40,4.53
12,80063E2D0,12,80063E2D0,5.14
1639,80063E370,1639,80063E370,21.8
1291,8002F8E20,2860,800641350,32.06
349,80060E5D0,349,80060E5D0,6.84
20,8006432D0,20,8006432D0,24.4
2860,800643410,2860,800643410,6.77
20,800643D80,20,800643D80,15.78
11047,8006450E0,11047,8006450E0,23.45
394,800646110,394,800646110,19.88
11,800646520,11,800646520,13.53
1291,800646BE0,1291,800646BE0,19.4
224,800644630,224,800644630,8.48
1231,800647E20,1231,800647E20,21.43
1291,80060E020,1291,80060E020,4.69
1231,800648410,138123,810E4B740,44.48
1639,800649870,214111,81384C330,46.33
11046,80064ADC0,11046,80064ADC0,7.62
394,800602850,394,800602850,22.89
1231,800603D60,1231,800603D60,16.21
1639,8006041F0,1639,8006041F0,5.92
1,800609C30,1120,80B304030,28.48
11,80064D890,11,80064D890,20.9
3423,8002332C0,349,8003D0150,4.74
394,80021E0D0,394,80021E0D0,13.78
349,80021FD20,349,80021FD20,15.55
1422,8003CF520,1422,8003CF520,16.68
1217,8003CFDF0,1217,8003CFDF0,23.77
12,80064CE60,12,80064CE60,5.97
349,8004E0DF0,349,8004E0DF0,14.75
349,80064DD20,349,80064DD20,23.08
1231,800650DB0,1231,800650DB0,11.53
224,80064FB40,224,80064FB40,22.3
1394,800651EA0,115943,8182C0AD0,14.63
349,8006519E0,349,8006519E0,17.78
11046,800652AF0,11046,800652AF0,20.64
1639,800652810,259461,81A6DF760,28.84
1394,800654400,1394,800654400,19.57
1422,800658730,1422,800658730,16.27
394,80065D6B0,394,80065D6B0,22.92
349,80065DB50,349,80065DB50,4.41
1394,80065DBF0,1394,80065DBF0,13.93
394,80065F450,394,80065F450,18.89
224,800660DA0,224,800660DA0,21.08
12,800660B10,12,800660B10,14.14
1217,80027A100,1217,80027A100,7.73
11,800661FD0,11,800661FD0,18.44
11,800662F20,11,800662F20,8.71
11047,80060E900,11047,80060E900,14.03
1,800664230,1,800664230,13.72
11,800665DF0,11,800665DF0,9.94
11047,8006664A0,11047,8006664A0,13.16
1,8006686F0,1,8006686F0,24.8
1394,800668E30,1394,800668E30,5.85
1291,800668E80,1291,800668E80,20.45
1639,800668F70,119973,817867E60,23.61
1,80041F8D0,11047,80066B310,33.31
1,80041F8D0,11047,80066B310,14.73
1,80066B6B0,1,80066B6B0,9.7
1291,80066C170,1291,80066C170,8.12
1217,80066E310,1217,80066E310,10.55
20,80066BDF0,20,80066BDF0,5.6
11047,80066C3E0,11047,80066C3E0,13.04
1422,8005D40C0,1291,800670D30,0.16
531,800671D80,531,800671D80,23.41
224,80066F980,13354,805774000,48.54
1394,80066FB10,1394,80066FB10,23.97
349,800670910,349,800670910,17.89
12,800671640,12,800671640,16.82
2860,8006731B0,2860,8006731B0,24.97
2860,800674910,2860,800674910,20.34
12,800674F00,12,800674F00,6.78
2860,80066AEF0,2860,80066AEF0,11.66
12,80066B080,12,80066B080,22.38
394,800678690,394,800678690,20.57
3394,8006695F0,20,8006768A0,0.01
11046,800665810,11046,800665810,21.43
12,800666C80,12,800666C80,10.5
20,800666CD0,20,800666CD0,21.49
1291,800669AA0,226290,80CA92820,17.32
20,800679660,6314,81BF39B30,21.62
349,8006796B0,349,8006796B0,22.02
1217,800679B40,1217,800679B40,21.2
224,800679FE0,224,800679FE0,6.58
1110,80067A9A0,21063,80D9B9C90,42.53
1394,80067ADD0,124049,811933500,20.17
1231,80067DFC0,1231,80067DFC0,3.55
11,80067DB00,11,80067DB00,17.24
1291,80067E700,1291,80067E700,21.73
1291,8006809B0,1291,8006809B0,23.8
2860,800681BA0,2860,800681BA0,13.31
11,800682230,11,800682230,7.02
11047,8006838D0,11047,8006838D0,22.42
1120,800690E10,1120,800690E10,12.36
394,800697900,394,800697900,16.58
531,800697950,531,800697950,7.9
531,800697A40,531,800697A40,17.93
11,80065F6E0,11,80065F6E0,14.32
1394,800664540,1394,800664540,18.73
20,8006646D0,20,8006646D0,10.07
394,800664B80,394,800664B80,19.71
2860,80067E470,2860,80067E470,11.77
1422,8006805E0,1422,8006805E0,6.45
11,800683AC0,233005,816B9B190,41.17
1,80068ED10,1,80068ED10,9.26
349,80068F0C0,349,80068F0C0,12.53
20,800690C10,20,800690C10,8.09
1231,800698490,1231,800698490,21.35
224,80069E5F0,3718,80AD7EB40,5.08
1394,80065ADF0,1394,80065ADF0,5.9
531,80065B600,146538,8138B6D70,39.65
12,8006A0560,12,8006A0560,16.4
11046,8006A15E0,11046,8006A15E0,7.72
11046,8006A31B0,11046,8006A31B0,13.89
394,8006A3D80,394,8006A3D80,19.75
1291,8006A44E0,1291,8006A44E0,22.73
3806,800659FF0,11,800656CB0,0.02
20,8006570F0,20,8006570F0,21.17
2860,8006577D0,2860,8006577D0,3.03
1217,8006A8420,1217,8006A8420,19.57
1639,8006A88D0,1639,8006A88D0,17.17
224,8006A91A0,224,8006A91A0,9.58
2860,80064F8C0,2860,80064F8C0,4.34
1217,8006B1AD0,1217,8006B1AD0,20.76
11,8006B78B0,11,8006B78B0,6.85
1291,8006B79A0,1291,8006B79A0,4.52
11046,8006B81F0,11046,8006B81F0,10.05
224,8006B9FC0,224,8006B9FC0,7.39
1,8006BA670,1,8006BA670,24.51
224,8006BBBB0,224,8006BBBB0,17.94
20,8006C0210,20,8006C0210,4.63
531,8006C0F30,531,8006C0F30,10.2
11,8006C25A0,11,8006C25A0,8.14
11047,8006C22C0,11047,8006C22C0,21.42
349,8006C2BD0,349,8006C2BD0,18.63
20,8006C8E60,20,8006C8E60,18.17
11222,8006CC6E0,11222,8006CC6E0,7.19
1394,8006D2560,1394,8006D2560,16.03
2860,8006D50B0,2860,8006D50B0,3.36
20,8006D5150,20,8006D5150,19.62
11222,8006D7E20,11222,8006D7E20,11.27
531,8006C5CC0,531,8006C5CC0,20.56
1110,8006C62A0,1110,8006C62A0,19.28
1291,8006C71C0,24523,8050D2810,24.4
20,8006C7850,20,8006C7850,3.63
20,8006C8020,20,8006C8020,23.51
349,8006CAD30,349,8006CAD30,10.81
224,8006CAE70,2860,800929CD0,7.18
1291,8006CB000,1291,8006CB000,9.33
12,8006CC9F0,12,8006CC9F0,10.7
1291,8006CCA40,144315,810E1B380,32.57
20,8006D2960,20,8006D2960,13.72
1291,8006D29B0,1291,8006D29B0,18.71
11222,8006D2EA0,11222,8006D2EA0,19.92
1110,8006D34E0,1110,8006D34E0,10.3
1231,8006D3620,15875,80B7C4B70,9.18
531,8006D69A0,531,8006D69A0,24.33
12,8006D6D60,12,8006D6D60,3.46
394,8006D7A00,394,8006D7A00,10.48
11047,8006D8220,11047,8006D8220,23.22
1231,8006D8270,1231,8006D8270,14.7
3413,8006DD980,3413,8006DD980,27.88
1110,8006C4900,1110,8006C4900,22.4
1394,8006DD8E0,1394,8006DD8E0,8.55
2860,8006DFB70,2860,8006DFB70,17.89
1231,8006C0570,1231,8006C0570,19.12
1291,8006C0980,1291,8006C0980,14.17
12,8006C0C50,12,8006C0C50,21.49
1422,8006C3B20,1422,8006C3B20,6.04
20,8006E3990,20,8006E3990,17.0
1422,8006E39E0,1422,8006E39E0,7.48
1422,8006E5230,1422,8006E5230,23.9
394,8006E7960,12204,81774B6F0,43.23
1639,8006E79B0,1639,8006E79B0,3.54
12,8006E95B0,12,8006E95B0,18.96
1217,8006E9320,1217,8006E9320,24.03
1110,8006EA340,1110,8006EA340,5.45
1110,8006EA340,1110,8006EA340,12.55
12,8006EC180,12,8006EC180,7.98
11,8006ED710,11,8006ED710,14.13
3249,8006ECF00,3249,8006ECF00,47.34
1,8006EE7D0,1,8006EE7D0,15.04
1422,8006B70E0,1422,8006B70E0,18.03
349,8006B7F10,349,8006B7F10,22.74
11047,8006BF280,11047,8006BF280,9.46
12,8006E22A0,12,8006E22A0,14.87
531,8006E2920,531,8006E2920,19.95
12,8006E2A10,12,8006E2A10,11.32
394,8006E2C40,394,8006E2C40,20.47
394,8006E2FB0,394,8006E2FB0,7.89
12,8006E30F0,12,8006E30F0,15.42
1639,8006E31E0,1639,8006E31E0,13.03
1231,8006E3FD0,1231,8006E3FD0,10.31
1110,8006E6540,1110,8006E6540,5.59
1639,8006E7260,1639,8006E7260,11.08
1120,8006E72B0,1120,8006E72B0,22.33
11222,8006EAAE0,11222,8006EAAE0,7.51
1120,8006EAB30,1120,8006EAB30,14.8
12,8006EC920,12,8006EC920,18.94
349,8006EC9C0,349,8006EC9C0,20.41
11046,8006EE2C0,11046,8006EE2C0,17.32
11047,8006EE4F0,213123,8070C4730,18.04
1231,8006EECC0,1231,8006EECC0,9.16
1231,8006EEDB0,1231,8006EEDB0,11.06
1231,8006F0B70,1231,8006F0B70,8.64
1217,8006F9580,1217,8006F9580,6.34
20,800209790,20,8006F9F70,10.25
11046,8006FAF70,11046,8006FAF70,21.39
11,8006FD3A0,11,8006FD3A0,12.67
12,800700FC0,12,800700FC0,6.87
11046,800703A80,11046,800703A80,9.07
1,800704250,1,800704250,18.15
2860,800704E30,2860,800704E30,6.67
12,800705F80,12,800705F80,17.2
11046,800706CB0,11046,800706CB0,19.29
531,8007089C0,531,8007089C0,6.47
31143,800701640,1110,800708420,0.01
3794,800702030,1394,800700030,0.01
1,8006FC750,1,8006FC750,10.61
1639,8006FC840,30562,815C14E00,31.62
1120,8006FD810,1120,8006FD810,5.83
1394,800700030,1394,800700030,13.77
1394,8007008D0,1394,8007008D0,19.55
11,800700B50,11,800700B50,3.59
11046,800700BA0,11046,800700BA0,21.47
11047,800701410,11047,800701410,23.12
20,800701860,240728,8117EF410,11.76
1394,800704060,1394,800704060,13.71
11,8007050C0,11,8007050C0,13.92
12,8007053E0,15331,809231600,20.67
349,8007080B0,2175,8117EEFD0,15.72
1110,800708420,1110,800708420,22.6
1422,8007087D0,139661,810C270E0,8.2
1422,800708BB0,1422,800708BB0,16.97
349,800708D40,349,800708D40,20.54
12,8002C8A60,12,8002C8A60,22.68
1120,8006F8040,1120,8006F8040,18.97
531,8006B2D70,531,8006B2D70,20.23
349,8006B3AE0,349,8006B3AE0,14.61
1394,8007135C0,1394,8007135C0,13.8
349,8006B0620,349,8006B0620,3.26
349,8006B0BC0,137074,81364C780,23.03
531,800713110,531,800713110,6.14
11047,800718B70,11047,800718B70,16.09
11222,80071A4C0,11222,80071A4C0,22.42
20,80071A8D0,20,80071A8D0,3.98
11047,80071A9C0,11047,80071A9C0,22.3
1639,80071B050,1639,80071B050,4.84
11222,80071D070,11222,80071D070,10.17
